55.3,-97,-97,-0.28,-72.79,-0.03,-73.08
55.4,-98,-98,0.48,-73.11,0.05,-72.84
55.5,-98,-95,-3.04,-72.79,-0.30,-74.36
55.7,-98,-98,0.48,-74.67,0.05,-74.12
55.8,-98,-97,-1.28,-74.08,-0.13,-74.77
55.9,-97,-98,1.48,-74.89,0.15,-74.03
56.0,-97,-97,-0.28,-73.88,-0.03,-74.17
56.1,-97,-98,1.48,-74.20,0.15,-73.43
56.2,-97,-98,1.48,-73.28,0.15,-72.69
56.3,-97,-97,-0.28,-72.55,-0.03,-72.83
56.4,-97,-98,1.48,-72.86,0.15,-72.10
56.5,-97,-95,-2.04,-71.95,-0.20,-73.12
56.7,-98,-98,0.48,-73.32,0.05,-72.88
56.8,-97,-95,-2.04,-72.83,-0.20,-73.90
56.9,-97,-97,-0.28,-74.10,-0.03,-74.04
57.0,-98,-98,0.48,-74.07,0.05,-73.80
57.1,-97,-97,-0.28,-73.76,-0.03,-73.94
57.2,-97,-100,3.23,-73.97,0.32,-72.33
57.3,-97,-98,1.48,-72.00,0.15,-71.59
57.4,-97,-97,-0.28,-71.44,-0.03,-71.73
57.5,-98,-98,0.48,-71.76,0.05,-71.49
57.7,-97,-95,-2.04,-71.44,-0.20,-72.51
57.8,-97,-97,-0.28,-72.72,-0.03,-72.65
57.9,-98,-95,-3.04,-72.68,-0.30,-74.17
58.0,-97,-97,-0.28,-74.48,-0.03,-74.32
58.1,-98,-98,0.48,-74.34,0.05,-74.08
58.2,-98,-97,-1.28,-74.03,-0.13,-74.72
58.3,-97,-98,1.48,-74.85,0.15,-73.98
58.4,-97,-98,1.48,-73.83,0.15,-73.24
58.5,-97,-97,-0.28,-73.10,-0.03,-73.38
58.7,-97,-100,3.23,-73.41,0.32,-71.77
58.8,-97,-97,-0.28,-71.44,-0.03,-71.91
58.9,-98,-98,0.48,-71.94,0.05,-71.67
59.0,-97,-93,-3.80,-71.62,-0.38,-73.57
59.1,-97,-95,-2.04,-73.95,-0.20,-74.59
59.2,-98,-95,-3.04,-74.79,-0.30,-76.11
59.3,-98,-97,-1.28,-76.42,-0.13,-76.75
59.4,-97,-98,1.48,-76.88,0.15,-76.01
59.6,-98,-98,0.48,-75.87,0.05,-75.78
59.7,-98,-98,0.48,-75.73,0.05,-75.54
59.8,-97,-100,3.23,-75.49,0.32,-73.92
59.9,-98,-100,2.23,-73.60,0.22,-72.80
60.0,-98,-100,2.23,-72.58,0.22,-71.69
60.1,-97,-98,1.48,-71.46,0.15,-70.95
60.2,-97,-97,-0.28,-70.80,-0.03,-71.09
60.3,-98,-97,-1.28,-71.12,-0.13,-71.73
60.4,-97,-95,-2.04,-71.86,-0.20,-72.75
